shpfile_id,grid_df_id
102,4406
102,4263
102,4407
103,6690
103,6836
103,6980
103,6981
103,7125
103,7126
104,6546
104,6691
104,6692
105,7711
106,8027
106,7884
106,8028
106,7885
106,8029
106,7742
106,7886
106,8030
106,7743
106,7887
106,8031
106,8175
106,7744
106,7888
106,8032
106,8176
106,7745
106,7889
106,8033
106,7746
106,7890
106,8034
106,7747
106,7891
106,8035
106,7748
106,7892
106,8036
106,7893
106,8037
106,7894
107,7859
108,7706
109,6937
109,6794
109,6795
109,6939
109,6652
109,6796
109,6940
109,6509
109,6653
109,6797
109,6941
109,6222
109,6366
109,6510
109,6654
109,6798
109,6223
109,6367
109,6511
109,6655
109,6799
109,6224
109,6368
109,6512
109,6656
109,6081
109,6225
109,6082
109,6083
109,6227
109,6228
109,6372
110,3983
111,6401
111,6114
111,6258
111,6402
111,6115
111,6259
111,6403
111,6547
111,6116
111,6260
111,6404
111,6548
111,6117
111,6261
111,6405
112,7277
113,5971
113,5972
113,5829
113,5973
113,6549
113,5974
113,6118
113,6262
113,6406
113,6550
113,6119
113,6263
113,6407
113,6120
113,6264
113,6121
113,6265
114,5429
115,5440
115,5300
115,5445
115,5590
116,4405
116,4549
117,3833
117,3977
117,3834
117,3978
117,4122
117,4266
117,4123
117,4267
117,4411
118,7568
119,7994
120,8433
121,7851
122,6700
122,6844
122,6988
122,6557
122,6701
122,6845
122,6989
122,6558
122,6702
122,6846
122,6990
122,6559
122,6703
122,6847
122,6416
122,6560
122,6704
122,6848
122,6992
122,6417
122,6561
122,6705
122,6849
122,6993
123,5540
124,3539
125,7142
126,8432
126,8434
127,6304
127,6305
127,6162
128,7588
128,7589
128,7590
129,6859
130,7712
131,5237
132,5126
132,5270
132,5414
132,4983
132,5127
132,5271
132,5128
132,5416
133,8011
133,7724
133,8012
133,8156
133,7725
133,7869
133,8013
133,7870
133,8014
133,7871
133,8015
133,7872
133,8016
133,8304
133,7729
133,7873
133,8017
133,8161
133,8305
133,7730
133,7874
133,8018
133,8162
133,8306
133,7587
133,7731
133,7875
133,8019
133,8163
133,8307
133,7732
133,7876
133,8020
133,8164
133,8308
133,7733
133,7877
133,8021
133,8165
133,7734
133,7878
133,8022
133,8166
133,8310
133,7735
133,7879
133,8023
133,8167
133,7880
133,8024
133,8025
133,8026
134,6998
135,7181
135,7326
135,7327
135,7472
135,7616
135,7761
136,6233
137,7708
137,7852
137,7565
137,7422
137,7566
138,6997
139,6998
140,8276
140,8277
141,7144
141,7001
141,7145
141,7289
141,7002
142,7146
142,7290
142,7434
142,7003
142,7147
142,7291
142,6860
142,7004
142,7148
142,7292
142,6861
142,7005
142,7149
142,7293
142,6862
142,7006
142,7150
142,7294
142,6719
142,6863
142,7007
142,7151
142,7295
142,6720
142,6864
142,7008
143,5151
143,5439
143,5152
143,5296
143,5009
143,5153
143,4866
143,5156
143,5157
143,5301
143,4726
143,5014
143,5158
143,5302
143,5446
143,4728
143,5016
143,5160
143,5304
143,5164
143,5165
143,5022
143,4879
143,5023
144,6579
144,6436
144,6580
144,6724
144,6149
144,6293
144,6437
144,6581
144,6725
144,6869
144,5862
144,6006
144,6150
144,6294
144,6438
144,6582
144,6726
144,6870
144,7014
144,7158
144,5863
144,6007
144,6151
144,6295
144,6439
144,6583
144,6727
144,6871
144,7015
144,7159
144,6296
144,6440
144,6584
144,6728
144,6297
144,6441
144,6585
144,6729
144,6442
144,6586
144,6730
144,6588
144,6732
144,6733
144,6878
145,8848
145,8993
146,7855
147,5941
148,6234
149,5232
149,5376
149,5520
150,5826
151,5826
151,5827
151,5684
151,5828
152,6083
153,5807
154,7424
154,7569
154,7570
155,5543
155,5687
156,8138
156,7995
156,8139
156,8283
156,7996
156,8140
156,8284
156,7997
156,8141
156,8285
157,7577
157,7578
158,5969
159,5116
159,5117
159,5261
160,6095
160,5378
160,7703
160,7991
160,7704
160,7848
160,7992
160,7705
160,7849
160,7993
160,7706
160,7994
161,7825
162,4321
163,6238
164,6238
165,4334
166,4026
167,2403
168,8719
169,8721
169,8865
169,9009
169,8722
169,8866
169,9010
169,9154
169,8723
169,8867
169,9011
170,4314
171,5558
171,5702
171,5846
171,5415
171,5559
171,5703
171,5847
171,5991
171,5560
171,5704
171,5848
171,5561
171,5705
172,8577
172,8578
173,6135
173,5992
174,5403
174,5260
175,5940
176,6562
176,6706
176,6850
176,6994
176,6563
176,6707
176,6851
176,6564
176,6708
176,6852
176,6996
176,6565
176,6709
176,6853
177,4936
177,5080
177,5224
177,5081
178,6235
178,6236
179,6095
180,5849
181,9548
181,9692
181,9549
181,9693
181,9550
181,9694
181,9551
181,9695
181,9552
181,9696
181,9840
181,9553
181,9697
181,9841
181,9266
181,9410
181,9554
181,9698
181,9842
181,8835
181,8979
181,9267
181,9411
181,9555
181,9699
181,9843
181,8836
181,8980
181,9124
181,9268
181,9412
181,9556
181,9700
181,9844
181,8693
181,8837
181,8981
181,9125
181,9269
181,9413
181,9557
181,9701
181,9845
181,8694
181,8838
181,8982
181,9126
181,9270
181,9414
181,9558
181,9702
181,9846
181,8839
181,8983
181,9127
181,9271
181,9415
181,9559
181,9703
181,9847
181,8984
181,9128
181,9272
181,9416
181,9560
181,9704
181,9848
181,8985
181,9129
181,9273
181,9417
181,9561
181,9705
181,9849
181,9130
181,9274
181,9418
181,9562
181,9706
181,9850
181,9131
181,9275
181,9419
181,9563
181,9707
181,9851
181,9132
181,9276
181,9420
181,9564
181,9708
181,9852
181,9133
181,9277
181,9421
181,9565
181,9709
181,9853
181,9278
181,9422
181,9566
181,9710
181,9854
181,9423
181,9567
181,9711
181,9568
181,9856
181,9857
181,9858
182,8709
183,8427
184,7998
185,7285
186,7141
187,6376
188,7710
188,7854
189,5541
189,5685
189,5542
189,5686
190,5654
191,4974
191,4831
191,4975
191,5119
191,5263
191,5407
191,4832
191,4976
191,5120
191,5264
191,5408
191,4689
191,4833
191,4977
191,5121
191,5265
191,5409
191,4546
191,4690
191,4834
191,4978
191,5122
191,5266
191,5410
191,4691
191,4835
191,4979
191,5123
191,5267
191,5411
192,4972
192,4973
192,5118
192,5262
193,4553
194,5225
194,5369
194,5513
194,5657
194,5226
194,5370
194,5514
194,5658
194,5802
194,5083
194,5227
194,5371
194,5515
194,5372
195,7445
195,7302
195,7446
195,7303
195,7447
195,7591
195,7016
195,7160
195,7304
195,7448
195,7592
195,7736
195,7017
195,7161
195,7305
195,7449
195,7593
195,7737
195,7881
195,6874
195,7018
195,7162
195,7306
195,7450
195,7594
195,7738
195,7882
195,6875
195,7019
195,7163
195,7307
195,7451
195,7595
195,7739
195,7883
195,6876
195,7020
195,7164
195,7308
195,7452
195,7596
195,7740
195,6877
195,7021
195,7165
195,7309
195,7453
195,7597
195,7741
195,7022
195,7166
195,7310
195,7454
195,7598
195,6735
195,6879
195,7023
195,7167
195,7311
195,7455
195,7599
195,6448
195,6592
195,6736
195,6880
195,7024
195,7168
195,7312
195,7456
195,7600
195,6593
195,6737
195,6881
195,7025
195,7169
195,7313
195,7457
195,7601
195,6594
195,6738
195,6882
195,7026
195,7170
195,7314
195,7458
195,7602
195,6307
195,6595
195,6739
195,6883
195,7027
195,7171
195,7315
195,7459
195,7603
195,6596
195,6740
195,6884
195,7028
195,7172
195,7316
195,7460
195,7604
195,6597
195,6741
195,6885
195,7029
195,7173
195,7317
195,7461
195,7605
195,7749
195,6598
195,6742
195,6886
195,7030
195,7174
195,7318
195,7462
195,7606
195,7750
195,8038
195,6743
195,6887
195,7031
195,7175
195,7319
195,7607
195,7751
195,7895
195,8039
195,6888
195,7032
195,7608
195,7752
195,7896
195,8040
195,8184
195,7609
195,7753
195,7897
195,8041
195,8185
195,7610
195,7754
195,7898
195,8042
195,8186
195,7755
195,7899
195,8043
195,7900
195,7901
196,6453
197,6453
198,2202
198,2346
198,2778
198,2059
198,2923
198,3067
198,3211
198,3355
198,3499
198,2060
198,3644
198,3788
198,3932
199,5981
199,5694
199,5838
199,5982
199,6126
199,6270
199,6414
199,5695
199,5839
199,5983
199,6127
199,6271
199,6415
199,5840
199,5984
199,6128
199,6272
199,6129
199,6273
200,5406
200,5550
200,5551
200,5552
200,5696
200,5553
200,5554
201,6110
202,8656
202,8800
202,8944
202,9088
202,8657
202,8801
202,8945
202,9089
202,8514
202,8658
202,8802
202,8946
202,9090
202,8515
202,8659
202,8803
202,8947
202,9091
202,8228
202,8372
202,8516
202,8660
202,8804
202,8948
202,9092
202,8085
202,8229
202,8373
202,8517
202,8661
202,8805
202,8949
202,9093
202,7942
202,8086
202,8230
202,8374
202,8518
202,8662
202,8806
202,8950
202,9094
202,9382
202,8087
202,8231
202,8375
202,8519
202,8663
202,8807
202,8951
202,9095
202,9383
202,9527
202,8088
202,8232
202,8376
202,8520
202,8664
202,8808
202,8952
202,9096
202,9384
202,8089
202,8233
202,8377
202,8521
202,8665
202,8809
202,8953
202,9097
202,9241
202,9385
202,8090
202,8234
202,8378
202,8522
202,8666
202,8810
202,8954
202,9242
202,8091
202,8235
202,8379
202,8523
202,8667
202,8811
202,8955
202,9099
202,9243
202,8092
202,8236
202,8380
202,8524
202,8668
202,8812
202,8956
202,9244
202,9532
202,8093
202,8237
202,8381
202,8525
202,8669
202,8813
202,8957
202,9101
202,9245
202,8094
202,8238
202,8382
202,8526
202,8670
202,8814
202,8958
202,8095
202,8239
202,8383
202,8527
202,8671
202,8815
202,8959
202,9535
202,9679
202,8096
202,8240
202,8384
202,8528
202,8672
202,8816
202,8960
202,9392
202,9536
202,8097
202,8241
202,8385
202,8529
202,8673
202,8817
202,8961
202,9105
202,9249
202,7954
202,8098
202,8242
202,8386
202,8530
202,8818
202,8962
202,9250
202,9394
202,9826
202,7955
202,8099
202,8243
202,8387
202,8819
202,8963
202,9107
202,9395
202,9539
202,9683
202,7956
202,8100
202,8244
202,8388
202,8964
202,9108
202,9684
202,9828
202,7957
202,8101
202,8245
202,8821
202,8965
202,9253
202,9397
202,9685
202,9829
202,7814
202,7958
202,8102
202,8246
202,9110
202,9254
202,9686
202,9830
202,7671
202,7815
202,7959
202,8103
202,8823
202,9255
202,9687
202,9831
202,7672
202,7816
202,7960
202,8104
202,8248
202,8392
202,9256
202,9688
202,9832
202,7817
202,7961
202,8105
202,8249
202,8393
202,8537
202,8681
202,9113
202,9257
202,9689
202,9833
202,7818
202,7962
202,8106
202,8250
202,8394
202,8538
202,8682
202,8970
202,9114
202,9258
202,9834
202,7819
202,7963
202,8107
202,8251
202,8395
202,8539
202,8827
202,8971
202,9115
202,9259
202,9835
202,8108
202,8252
202,8396
202,8540
202,8828
202,8972
202,9116
202,9836
202,7821
202,7965
202,8109
202,8253
202,8397
202,8541
202,8829
202,8973
202,9837
202,8110
202,8254
202,8398
202,8542
202,8974
202,7823
202,8111
202,8255
202,8112
202,8256
202,7969
202,8113
203,5404
203,5548
203,5405
203,5549
203,5693
204,5873
204,6017
204,6018
205,6445
205,6589
205,6302
205,6446
205,6590
205,6734
205,5871
205,6015
205,6159
205,6447
205,6591
206,4979
207,5830
207,5831
207,5975
208,7713
208,7714
209,5445
210,4651
210,4795
210,4652
210,4796
210,4940
210,5084
210,5228
210,4653
210,4797
210,4941
210,5085
210,4510
210,4654
210,4798
210,4942
210,5086
210,5230
210,5374
210,4511
210,4655
210,4799
210,4943
210,5087
210,5231
210,5375
210,4224
210,4368
210,4512
210,4656
210,4800
210,4944
210,5088
210,3937
210,4081
210,4225
210,4369
210,4513
210,4657
210,4801
210,4945
210,5089
210,5233
210,3362
210,3506
210,3794
210,3938
210,4082
210,4226
210,4370
210,4514
210,4658
210,4802
210,4946
210,5090
210,5234
210,3507
210,3651
210,3795
210,3939
210,4083
210,4227
210,4371
210,4515
210,4659
210,4803
210,4947
210,5091
210,5235
210,5379
210,3652
210,3796
210,3940
210,4084
210,4228
210,4372
210,4516
210,4660
210,4804
210,4948
210,3797
210,3941
210,4085
210,4229
210,4373
210,4517
210,4661
210,4805
210,4949
210,5093
210,3942
210,4086
210,4230
210,4374
210,4518
210,4662
210,4806
210,4950
210,3943
210,4087
210,4231
210,4375
210,4519
210,4663
210,4807
210,4951
210,4520
210,4664
210,4808
210,4952
210,4665
210,4809
211,3680
211,3824
211,3968
211,4112
211,3825
211,3969
211,4113
211,3826
211,3970
212,7711
213,4076
213,4220
213,4364
213,4508
213,3933
213,4077
213,4221
213,4365
213,4509
213,3934
213,4078
213,4222
213,4366
213,4079
213,4223
213,4367
213,4080
214,6732
215,5832
216,6084
217,8137
218,8289
218,8290
218,8291
218,8292
219,5952
220,6587
220,6731
221,6716
222,6521
223,7435
223,7579
224,7997
225,3861
225,3286
225,3430
225,3574
225,3718
225,3862
225,4006
225,3287
225,3431
225,3575
225,3719
225,3863
225,4007
225,3288
225,3432
225,3576
225,3720
225,3864
225,4008
225,3433
225,3577
225,3721
225,3865
225,4009
225,4153
225,4297
225,3434
225,3578
225,3722
225,3866
225,4010
225,4154
225,4298
225,3435
225,3579
225,3723
225,3867
225,4011
225,4155
225,4299
225,3436
225,3580
225,3724
225,3868
225,4012
225,4156
225,4300
225,4444
225,4588
225,3437
225,3581
225,3725
225,3869
225,4013
225,4157
225,4301
225,4445
225,3294
225,3438
225,3582
225,3726
225,3870
225,4014
225,4158
225,4302
225,4446
225,3295
225,3439
225,3583
225,3727
225,3871
225,4015
225,4159
225,3152
225,3296
225,3440
225,3584
225,3728
225,3872
225,4016
225,4160
225,3153
225,3297
225,3441
225,3585
225,3729
225,3873
225,4017
225,4161
225,4305
225,2866
225,3154
225,3298
225,3442
225,3586
225,3730
225,3874
225,4018
225,4162
225,3155
225,3299
225,3443
225,3587
225,3731
225,3875
225,4019
225,3300
225,3444
225,3588
225,3732
225,3876
226,4577
227,2117
228,3595
229,4585
230,7577
231,2203
231,2347
231,2491
231,2635
231,2779
231,2348
231,2492
231,2636
231,2780
231,2924
231,3068
231,3212
231,3356
231,3500
231,2637
231,2781
231,2925
231,3069
231,3213
231,3357
231,3501
231,3645
231,3789
231,2926
231,3070
231,3214
231,3358
231,3502
231,3646
231,3790
231,2927
231,3071
231,3215
231,3359
231,3503
231,3647
231,3791
231,3072
231,3216
231,3360
231,3504
231,3648
231,3505
231,3650
232,6095
233,4253
233,4397
233,4685
233,4829
233,4254
233,4398
233,4542
233,4686
233,4830
233,4255
233,4399
233,4543
233,4687
233,4256
233,4400
233,4544
233,4688
233,4545
234,7704
235,6693
235,6837
235,6694
235,6838
235,6982
235,6551
235,6695
235,6839
235,6983
235,7127
235,6408
235,6552
235,6696
235,6840
235,6984
235,7128
235,7272
235,6409
235,6553
235,6697
235,6841
235,6985
235,7129
235,7273
235,6410
235,6554
235,6698
235,6842
235,6986
235,7130
235,7274
235,6555
235,6699
235,6843
235,6987
235,6556
236,7568
237,7152
237,7009
237,7153
237,7010
237,7154
237,7298
237,7155
237,7299
237,7300
238,7302
239,0
239,144
239,1
239,145
239,2
239,146
239,3
239,147
239,4
239,148
239,5
239,149
239,293
239,6
239,150
239,294
239,7
239,151
239,295
239,8
239,152
239,296
239,9
239,153
239,297
239,441
239,10
239,154
239,298
239,442
239,586
239,11
239,155
239,299
239,443
239,587
239,12
239,156
239,300
239,444
239,588
239,732
239,13
239,157
239,301
239,445
239,589
239,14
239,158
239,302
239,446
239,590
239,734
239,15
239,159
239,303
239,447
239,591
239,735
239,16
239,160
239,304
239,448
239,592
239,736
239,17
239,161
239,305
239,449
239,593
239,737
239,18
239,162
239,306
239,450
239,594
239,738
239,19
239,163
239,307
239,451
239,595
239,739
239,20
239,164
239,308
239,452
239,596
239,740
239,21
239,165
239,309
239,453
239,597
239,741
239,885
239,22
239,166
239,310
239,454
239,598
239,742
239,23
239,167
239,311
239,455
239,599
239,743
239,887
239,24
239,168
239,312
239,456
239,600
239,744
239,25
239,169
239,313
239,457
239,601
239,745
239,26
239,170
239,314
239,458
239,602
239,746
239,27
239,171
239,315
239,459
239,603
239,747
239,28
239,172
239,316
239,460
239,604
239,748
239,29
239,173
239,317
239,461
239,605
239,749
239,30
239,174
239,318
239,462
239,606
239,750
239,31
239,175
239,319
239,463
239,607
239,751
239,895
239,32
239,176
239,320
239,464
239,608
239,752
239,896
239,33
239,177
239,321
239,465
239,609
239,753
239,897
239,34
239,178
239,322
239,466
239,610
239,754
239,898
239,35
239,179
239,323
239,467
239,611
239,755
239,899
239,36
239,180
239,324
239,468
239,612
239,756
239,900
239,37
239,181
239,325
239,469
239,613
239,757
239,901
239,38
239,182
239,326
239,470
239,614
239,758
239,902
239,39
239,183
239,327
239,471
239,759
239,903
239,40
239,184
239,328
239,472
239,616
239,760
239,904
239,41
239,185
239,329
239,473
239,761
239,42
239,186
239,330
239,474
239,762
239,906
239,43
239,187
239,331
239,475
239,763
239,907
239,1051
239,44
239,188
239,332
239,476
239,620
239,764
239,908
239,1052
239,45
239,189
239,333
239,909
239,1053
239,1197
239,46
239,190
239,334
239,910
239,1054
239,1198
239,1342
239,47
239,191
239,335
239,911
239,1055
239,48
239,192
239,336
239,1488
239,49
239,193
239,337
239,50
239,194
239,338
239,51
239,195
239,339
239,52
239,196
239,340
239,628
239,53
239,197
239,341
239,629
239,54
239,198
239,342
239,55
239,199
239,343
239,487
239,56
