LAT,LON,grid_df_id,area_km,is_land
-56.25,168.75,2011,42929.36645032728,False
-56.25,171.25,2012,42929.36645032728,False
-56.25,173.75,2013,42929.36645032728,False
-56.25,176.25,2014,42929.36645032728,False
-56.25,178.75,2015,42929.36645032728,False
-53.75,-178.75,2016,45690.98031448842,False
-53.75,-176.25,2017,45690.98031448842,False
-53.75,-173.75,2018,45690.98031448842,False
-53.75,-171.25,2019,45690.98031448889,False
-53.75,-168.75,2020,45690.98031448842,False
-53.75,-166.25,2021,45690.98031448842,False
-53.75,-163.75,2022,45690.98031448842,False
-53.75,-161.25,2023,45690.98031448842,False
-53.75,-158.75,2024,45690.98031448842,False
-53.75,-156.25,2025,45690.98031448842,False
-53.75,-153.75,2026,45690.98031448842,False
-53.75,-151.25,2027,45690.98031448889,False
-53.75,-148.75,2028,45690.98031448842,False
-53.75,-146.25,2029,45690.98031448842,False
-53.75,-143.75,2030,45690.98031448842,False
-53.75,-141.25,2031,45690.98031448842,False
-53.75,-138.75,2032,45690.98031448842,False
-53.75,-136.25,2033,45690.98031448842,False
-53.75,-133.75,2034,45690.98031448842,False
-53.75,-131.25,2035,45690.98031448842,False
-53.75,-128.75,2036,45690.98031448842,False
-53.75,-126.25,2037,45690.98031448842,False
-53.75,-123.75,2038,45690.98031448842,False
-53.75,-121.25,2039,45690.98031448842,False
-53.75,-118.75,2040,45690.98031448842,False
-53.75,-116.25,2041,45690.98031448935,False
-53.75,-113.75,2042,45690.98031448842,False
-53.75,-111.25,2043,45690.98031448842,False
-53.75,-108.75,2044,45690.98031448842,False
-53.75,-106.25,2045,45690.98031448842,False
-53.75,-103.75,2046,45690.98031448842,False
-53.75,-101.25,2047,45690.98031448842,False
-53.75,-98.75,2048,45690.98031448842,False
-53.75,-96.25,2049,45690.98031448842,False
-53.75,-93.75,2050,45690.98031448842,False
-53.75,-91.25,2051,45690.98031448842,False
-53.75,-88.75,2052,45690.98031448842,False
-53.75,-86.25,2053,45690.98031448842,False
-53.75,-83.75,2054,45690.98031448842,False
-53.75,-81.25,2055,45690.98031448842,False
-53.75,-78.75,2056,45690.98031448842,False
-53.75,-76.25,2057,45690.98031448842,False
-53.75,-73.75,2058,45690.98031448935,True
-53.75,-71.25,2059,45690.98031448842,True
-53.75,-68.75,2060,45690.98031448842,True
-53.75,-66.25,2061,45690.98031448842,True
-53.75,-63.75,2062,45690.98031448842,False
-53.75,-61.25,2063,45690.98031448842,False
-53.75,-58.75,2064,45690.98031448842,False
-53.75,-56.25,2065,45690.98031448842,False
-53.75,-53.75,2066,45690.98031448842,False
-53.75,-51.25,2067,45690.98031448842,False
-53.75,-48.75,2068,45690.98031448842,False
-53.75,-46.25,2069,45690.98031448842,False
-53.75,-43.75,2070,45690.98031448842,False
-53.75,-41.25,2071,45690.98031448842,False
-53.75,-38.75,2072,45690.98031448842,False
-53.75,-36.25,2073,45690.98031448842,True
-53.75,-33.75,2074,45690.98031448842,False
-53.75,-31.25,2075,45690.98031448842,False
-53.75,-28.75,2076,45690.98031448935,False
-53.75,-26.25,2077,45690.98031448842,False
-53.75,-23.75,2078,45690.98031448842,False
-53.75,-21.25,2079,45690.98031448842,False
-53.75,-18.75,2080,45690.98031448842,False
-53.75,-16.25,2081,45690.98031448842,False
-53.75,-13.75,2082,45690.98031448842,False
-53.75,-11.25,2083,45690.98031448842,False
-53.75,-8.75,2084,45690.98031448842,False
-53.75,-6.25,2085,45690.98031448842,False
-53.75,-3.75,2086,45690.98031448842,False
-53.75,-1.25,2087,45690.98031448842,False
-53.75,1.25,2088,45690.98031448847,False
-53.75,3.75,2089,45690.98031448847,False
-53.75,6.25,2090,45690.980314488465,False
-53.75,8.75,2091,45690.98031448848,False
-53.75,11.25,2092,45690.98031448848,False
-53.75,13.75,2093,45690.98031448845,False
-53.75,16.25,2094,45690.98031448848,False
-53.75,18.75,2095,45690.98031448848,False
-53.75,21.25,2096,45690.98031448848,False
-53.75,23.75,2097,45690.98031448848,False
-53.75,26.25,2098,45690.98031448848,False
-53.75,28.75,2099,45690.98031448842,False
-53.75,31.25,2100,45690.980314488545,False
-53.75,33.75,2101,45690.98031448842,False
-53.75,36.25,2102,45690.980314488545,False
-53.75,38.75,2103,45690.98031448842,False
-53.75,41.25,2104,45690.980314488545,False
-53.75,43.75,2105,45690.98031448842,False
-53.75,46.25,2106,45690.980314488545,False
-53.75,48.75,2107,45690.98031448842,False
-53.75,51.25,2108,45690.980314488545,False
-53.75,53.75,2109,45690.98031448842,False
-53.75,56.25,2110,45690.98031448842,False
-53.75,58.75,2111,45690.98031448842,False
